vote_2020,gender,race_ethnicity,household_income,state,age,vote_trump
Donald Trump,female,White,"$200,000 and above",wisconsin,49,1
Joe Biden,male,White,"$100,000 to $149,999",new york,68,0
Donald Trump,male,White,"$50,000 to $99,999",south carolina,26,1
Joe Biden,male,White,"Less than $49,999",indiana,80,0
Donald Trump,male,White,"Less than $49,999",texas,32,1
Joe Biden,male,White,"Less than $49,999",alabama,74,0
Donald Trump,male,White,"$50,000 to $99,999",west virginia,59,1
Joe Biden,female,White,"$50,000 to $99,999",missouri,60,0
Donald Trump,male,White,"$100,000 to $149,999",new jersey,54,1
Donald Trump,female,White,"Less than $49,999",arizona,66,1
Joe Biden,female,White,"Less than $49,999",iowa,26,0
Donald Trump,male,White,"Less than $49,999",ohio,58,1
Donald Trump,male,White,"Less than $49,999",idaho,73,1
Joe Biden,male,White,"Less than $49,999",new york,64,0
Donald Trump,male,White,"Less than $49,999",oregon,53,1
Donald Trump,male,White,"$50,000 to $99,999",colorado,43,1
Donald Trump,male,White,"Less than $49,999",florida,73,1
Donald Trump,male,White,"Less than $49,999",alabama,76,1
Donald Trump,male,White,"$100,000 to $149,999",texas,50,1
Joe Biden,male,Some other race,"$50,000 to $99,999",new york,48,0
Joe Biden,female,White,"$50,000 to $99,999",oregon,32,0
Donald Trump,male,White,"Less than $49,999",arizona,50,1
Donald Trump,female,White,"Less than $49,999",california,45,1
Donald Trump,female,White,"$150,000 to $199,999",north carolina,47,1
Donald Trump,female,White,"$100,000 to $149,999",new jersey,18,1
Donald Trump,male,White,"Less than $49,999",new york,72,1
Donald Trump,male,White,"$100,000 to $149,999",ohio,53,1
Donald Trump,male,White,"$100,000 to $149,999",arizona,83,1
Donald Trump,male,White,"$100,000 to $149,999",minnesota,41,1
Donald Trump,male,White,"$50,000 to $99,999",ohio,61,1
Joe Biden,male,White,"Less than $49,999",new york,64,0
Joe Biden,male,White,"$100,000 to $149,999",wisconsin,66,0
Donald Trump,male,White,"Less than $49,999",louisiana,40,1
Joe Biden,female,Some other race,"Less than $49,999",florida,25,0
Donald Trump,male,White,"Less than $49,999",michigan,54,1
Donald Trump,male,White,"Less than $49,999",new york,67,1
Joe Biden,male,White,"$50,000 to $99,999",montana,64,0
Donald Trump,male,White,"Less than $49,999",south carolina,56,1
Donald Trump,male,White,"$50,000 to $99,999",michigan,82,1
Donald Trump,female,White,"Less than $49,999",new york,54,1
Donald Trump,female,White,"Less than $49,999",north carolina,49,1
Donald Trump,male,White,"$150,000 to $199,999",california,41,1
Joe Biden,male,White,"$150,000 to $199,999",texas,42,0
Joe Biden,male,White,"Less than $49,999",washington,52,0
Joe Biden,male,White,"Less than $49,999",vermont,57,0
Joe Biden,female,White,"$50,000 to $99,999",texas,69,0
Joe Biden,male,Some other race,"Less than $49,999",new york,65,0
Joe Biden,male,White,"Less than $49,999",kentucky,70,0
Joe Biden,female,Some other race,"Less than $49,999",ohio,59,0
Donald Trump,male,White,"$50,000 to $99,999",arkansas,51,1
Joe Biden,male,White,"Less than $49,999",colorado,67,0
Donald Trump,male,White,"$100,000 to $149,999",missouri,68,1
Joe Biden,female,White,"$50,000 to $99,999",texas,41,0
Donald Trump,male,White,"$150,000 to $199,999",florida,40,1
Joe Biden,male,White,"$100,000 to $149,999",california,60,0
Joe Biden,male,White,"Less than $49,999",california,68,0
Donald Trump,male,White,"Less than $49,999",texas,43,1
Donald Trump,male,White,"Less than $49,999",maryland,64,1
Joe Biden,female,"Black, or African American","$150,000 to $199,999",new york,30,0
Joe Biden,male,White,"$50,000 to $99,999",california,62,0
Donald Trump,male,White,"Less than $49,999",georgia,75,1
Donald Trump,female,White,"$50,000 to $99,999",texas,50,1
Donald Trump,male,White,"$50,000 to $99,999",colorado,68,1
Donald Trump,male,White,"Less than $49,999",indiana,78,1
Donald Trump,male,White,"$50,000 to $99,999",kentucky,76,1
Joe Biden,male,White,"Less than $49,999",new york,28,0
Joe Biden,male,White,"$50,000 to $99,999",florida,33,0
Donald Trump,male,White,"$100,000 to $149,999",wisconsin,54,1
Joe Biden,male,White,"Less than $49,999",california,65,0
Donald Trump,male,White,"$150,000 to $199,999",new york,41,1
Joe Biden,male,White,"Less than $49,999",california,76,0
Donald Trump,male,White,"$100,000 to $149,999",texas,19,1
Donald Trump,male,White,"Less than $49,999",arizona,80,1
Donald Trump,female,White,"Less than $49,999",pennsylvania,56,1
Joe Biden,female,White,"Less than $49,999",illinois,56,0
Donald Trump,male,White,"$100,000 to $149,999",new jersey,42,1
Donald Trump,male,White,"$150,000 to $199,999",florida,68,1
Joe Biden,male,White,"$100,000 to $149,999",new york,35,0
Donald Trump,male,White,"$50,000 to $99,999",illinois,38,1
Joe Biden,male,White,"Less than $49,999",florida,40,0
Joe Biden,male,White,"Less than $49,999",texas,40,0
Joe Biden,female,"Black, or African American","$50,000 to $99,999",new jersey,21,0
Joe Biden,male,White,"Less than $49,999",california,27,0
Joe Biden,female,White,"Less than $49,999",texas,26,0
Donald Trump,female,White,"Less than $49,999",kentucky,49,1
Donald Trump,male,White,"$200,000 and above",pennsylvania,40,1
Donald Trump,female,White,"Less than $49,999",alabama,36,1
Joe Biden,male,White,"$50,000 to $99,999",california,38,0
Joe Biden,female,Some other race,"Less than $49,999",missouri,23,0
Donald Trump,female,White,"Less than $49,999",tennessee,48,1
Donald Trump,male,White,"$100,000 to $149,999",maine,59,1
Joe Biden,female,White,"$100,000 to $149,999",delaware,36,0
Donald Trump,female,"Black, or African American","$50,000 to $99,999",mississippi,60,1
Joe Biden,female,White,"Less than $49,999",florida,23,0
Joe Biden,female,White,"$50,000 to $99,999",wisconsin,38,0
Donald Trump,male,White,"$50,000 to $99,999",tennessee,57,1
Joe Biden,female,"Black, or African American","Less than $49,999",nevada,58,0
Donald Trump,female,White,"$150,000 to $199,999",florida,78,1
Joe Biden,male,"Black, or African American","Less than $49,999",oklahoma,42,0
Donald Trump,male,White,"$50,000 to $99,999",wisconsin,51,1
Joe Biden,female,"Black, or African American","Less than $49,999",virginia,41,0
Donald Trump,female,White,"$100,000 to $149,999",florida,49,1
Donald Trump,male,White,"Less than $49,999",ohio,76,1
Donald Trump,female,White,"$100,000 to $149,999",wisconsin,37,1
Joe Biden,male,White,"Less than $49,999",ohio,49,0
Donald Trump,female,White,"$100,000 to $149,999",illinois,58,1
Joe Biden,male,White,"Less than $49,999",kansas,39,0
Donald Trump,female,White,"$50,000 to $99,999",new mexico,56,1
Donald Trump,female,White,"Less than $49,999",south carolina,68,1
Donald Trump,female,White,"Less than $49,999",mississippi,71,1
Joe Biden,female,White,"Less than $49,999",texas,63,0
Donald Trump,female,White,"$100,000 to $149,999",florida,43,1
Joe Biden,male,White,"Less than $49,999",iowa,27,0
Donald Trump,female,White,"Less than $49,999",alaska,28,1
Donald Trump,male,White,"$100,000 to $149,999",oklahoma,37,1
Donald Trump,male,White,"$50,000 to $99,999",washington,49,1
Joe Biden,female,White,"Less than $49,999",idaho,70,0
Donald Trump,female,White,"Less than $49,999",michigan,85,1
Joe Biden,male,"Black, or African American","$50,000 to $99,999",california,25,0
Donald Trump,female,White,"$50,000 to $99,999",colorado,52,1
Joe Biden,male,White,"$50,000 to $99,999",georgia,39,0
Donald Trump,male,White,"$100,000 to $149,999",california,33,1
Joe Biden,male,White,"$200,000 and above",ohio,43,0
Joe Biden,female,White,"Less than $49,999",georgia,69,0
Donald Trump,male,White,"$100,000 to $149,999",new york,63,1
Joe Biden,male,White,"$150,000 to $199,999",new hampshire,38,0
Donald Trump,male,White,"Less than $49,999",idaho,73,1
Joe Biden,female,Asian or Pacific Islander,"Less than $49,999",california,59,0
Donald Trump,male,White,"Less than $49,999",iowa,66,1
Joe Biden,male,White,"Less than $49,999",illinois,34,0
Donald Trump,male,White,"$100,000 to $149,999",arkansas,48,1
Joe Biden,male,White,"$100,000 to $149,999",virginia,39,0
Joe Biden,male,White,"Less than $49,999",pennsylvania,19,0
Joe Biden,female,White,"Less than $49,999",california,73,0
Joe Biden,male,White,"Less than $49,999",ohio,50,0
Donald Trump,male,White,"$50,000 to $99,999",california,31,1
Joe Biden,female,White,"Less than $49,999",arizona,61,0
Donald Trump,male,White,"$50,000 to $99,999",kansas,32,1
Joe Biden,male,White,"$100,000 to $149,999",washington,67,0
Joe Biden,female,Some other race,"$100,000 to $149,999",massachusetts,64,0
Donald Trump,male,White,"Less than $49,999",new jersey,81,1
Donald Trump,male,White,"$200,000 and above",california,42,1
Donald Trump,male,White,"Less than $49,999",oregon,61,1
Donald Trump,female,White,"$50,000 to $99,999",florida,69,1
Donald Trump,male,American Indian or Alaska Native,"$100,000 to $149,999",new york,36,1
Donald Trump,male,White,"$50,000 to $99,999",arizona,66,1
Joe Biden,female,White,"Less than $49,999",north carolina,25,0
Joe Biden,female,Asian or Pacific Islander,"$50,000 to $99,999",pennsylvania,38,0
Joe Biden,female,"Black, or African American","Less than $49,999",california,67,0
Donald Trump,male,White,"Less than $49,999",illinois,64,1
Joe Biden,male,White,"$50,000 to $99,999",virginia,45,0
Joe Biden,male,White,"$100,000 to $149,999",new york,42,0
Donald Trump,female,White,"$100,000 to $149,999",new york,30,1
Donald Trump,male,"Black, or African American","$50,000 to $99,999",illinois,20,1
Joe Biden,male,"Black, or African American","Less than $49,999",georgia,28,0
Joe Biden,male,White,"$100,000 to $149,999",nevada,55,0
Donald Trump,female,White,"Less than $49,999",kentucky,63,1
Joe Biden,female,White,"Less than $49,999",north carolina,48,0
Donald Trump,male,White,"$50,000 to $99,999",minnesota,64,1
Donald Trump,male,White,"$50,000 to $99,999",minnesota,78,1
Joe Biden,female,White,"$150,000 to $199,999",new jersey,43,0
Joe Biden,female,White,"Less than $49,999",tennessee,21,0
Joe Biden,female,White,"$50,000 to $99,999",arizona,80,0
Joe Biden,female,"Black, or African American","Less than $49,999",mississippi,30,0
Joe Biden,female,White,"$50,000 to $99,999",pennsylvania,72,0
Joe Biden,female,White,"$100,000 to $149,999",florida,40,0
Joe Biden,female,White,"$50,000 to $99,999",illinois,29,0
Joe Biden,female,White,"$50,000 to $99,999",michigan,45,0
Donald Trump,male,White,"$50,000 to $99,999",new york,32,1
Donald Trump,female,White,"Less than $49,999",michigan,69,1
Joe Biden,female,White,"Less than $49,999",texas,33,0
Donald Trump,female,White,"Less than $49,999",ohio,68,1
Donald Trump,male,White,"$100,000 to $149,999",california,35,1
Joe Biden,male,White,"$50,000 to $99,999",alabama,66,0
Donald Trump,male,White,"Less than $49,999",arizona,76,1
Joe Biden,male,Asian or Pacific Islander,"Less than $49,999",louisiana,31,0
Donald Trump,female,White,"$100,000 to $149,999",louisiana,45,1
Joe Biden,female,Some other race,"Less than $49,999",florida,27,0
Donald Trump,male,White,"Less than $49,999",nevada,38,1
Joe Biden,female,Some other race,"$50,000 to $99,999",california,34,0
Donald Trump,female,American Indian or Alaska Native,"$100,000 to $149,999",florida,57,1
Donald Trump,female,American Indian or Alaska Native,"Less than $49,999",south carolina,47,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",california,65,0
Joe Biden,male,White,"$50,000 to $99,999",kansas,66,0
Joe Biden,male,White,"$100,000 to $149,999",pennsylvania,62,0
Joe Biden,male,White,"$50,000 to $99,999",idaho,40,0
Joe Biden,female,"Black, or African American","Less than $49,999",new york,33,0
Joe Biden,female,White,"$50,000 to $99,999",wisconsin,30,0
Donald Trump,male,White,"$100,000 to $149,999",west virginia,67,1
Donald Trump,male,White,"Less than $49,999",arizona,58,1
Donald Trump,male,White,"Less than $49,999",texas,54,1
Donald Trump,male,White,"$50,000 to $99,999",tennessee,71,1
Donald Trump,male,White,"Less than $49,999",missouri,36,1
Donald Trump,female,White,"$100,000 to $149,999",idaho,63,1
Joe Biden,female,White,"Less than $49,999",louisiana,52,0
Joe Biden,male,"Black, or African American","Less than $49,999",new york,47,0
Donald Trump,female,White,"$100,000 to $149,999",new jersey,30,1
Joe Biden,female,White,"Less than $49,999",utah,46,0
Donald Trump,female,"Black, or African American","Less than $49,999",illinois,34,1
Joe Biden,male,White,"$50,000 to $99,999",michigan,54,0
Donald Trump,male,White,"$50,000 to $99,999",south dakota,72,1
Joe Biden,female,Asian or Pacific Islander,"$50,000 to $99,999",california,33,0
Joe Biden,male,"Black, or African American","$50,000 to $99,999",california,51,0
Donald Trump,male,White,"$50,000 to $99,999",california,35,1
Donald Trump,male,White,"Less than $49,999",new york,71,1
Joe Biden,male,Asian or Pacific Islander,"Less than $49,999",california,62,0
Donald Trump,male,White,"$100,000 to $149,999",michigan,58,1
Joe Biden,male,White,"Less than $49,999",illinois,70,0
Donald Trump,male,White,"$50,000 to $99,999",georgia,66,1
Joe Biden,male,White,"Less than $49,999",new york,50,0
Donald Trump,male,White,"$100,000 to $149,999",texas,45,1
Joe Biden,female,Asian or Pacific Islander,"$50,000 to $99,999",nevada,55,0
Donald Trump,female,White,"$50,000 to $99,999",indiana,48,1
Donald Trump,female,White,"$100,000 to $149,999",ohio,35,1
Donald Trump,male,White,"$50,000 to $99,999",new york,56,1
Joe Biden,male,White,"Less than $49,999",west virginia,42,0
Joe Biden,male,Some other race,"Less than $49,999",california,59,0
Donald Trump,male,White,"$200,000 and above",indiana,41,1
Donald Trump,male,White,"Less than $49,999",kansas,66,1
Donald Trump,male,Some other race,"Less than $49,999",montana,70,1
Donald Trump,male,White,"Less than $49,999",minnesota,42,1
Donald Trump,male,White,"$150,000 to $199,999",delaware,41,1
Donald Trump,female,White,"Less than $49,999",pennsylvania,56,1
Donald Trump,female,White,"$100,000 to $149,999",texas,38,1
Donald Trump,female,White,"Less than $49,999",michigan,35,1
Donald Trump,male,White,"$200,000 and above",delaware,18,1
Donald Trump,male,White,"Less than $49,999",ohio,68,1
Donald Trump,female,White,"$100,000 to $149,999",north carolina,66,1
Joe Biden,female,Some other race,"Less than $49,999",texas,28,0
Donald Trump,female,White,"$150,000 to $199,999",ohio,34,1
Donald Trump,female,White,"$100,000 to $149,999",illinois,38,1
Donald Trump,female,White,"Less than $49,999",north carolina,74,1
Donald Trump,male,White,"Less than $49,999",florida,57,1
Joe Biden,female,White,"Less than $49,999",missouri,45,0
Joe Biden,male,White,"Less than $49,999",alabama,56,0
Joe Biden,female,White,"Less than $49,999",wisconsin,57,0
Joe Biden,female,White,"Less than $49,999",missouri,55,0
Donald Trump,female,White,"Less than $49,999",michigan,23,1
Joe Biden,female,White,"$50,000 to $99,999",massachusetts,42,0
Joe Biden,female,White,"Less than $49,999",ohio,49,0
Donald Trump,female,White,"Less than $49,999",indiana,69,1
Donald Trump,male,Asian or Pacific Islander,"$200,000 and above",california,26,1
Donald Trump,male,White,"$150,000 to $199,999",florida,39,1
Donald Trump,male,White,"$50,000 to $99,999",tennessee,58,1
Joe Biden,female,White,"Less than $49,999",michigan,34,0
Donald Trump,female,White,"$100,000 to $149,999",massachusetts,38,1
Joe Biden,male,White,"Less than $49,999",michigan,76,0
Joe Biden,male,White,"Less than $49,999",south dakota,42,0
Donald Trump,male,White,"$200,000 and above",florida,40,1
Joe Biden,male,White,"$100,000 to $149,999",florida,34,0
Donald Trump,male,White,"$150,000 to $199,999",new york,41,1
Joe Biden,female,White,"Less than $49,999",district of columbia,29,0
Donald Trump,male,White,"Less than $49,999",arkansas,51,1
Donald Trump,male,White,"Less than $49,999",wisconsin,31,1
Donald Trump,male,White,"$200,000 and above",texas,37,1
Joe Biden,male,White,"$100,000 to $149,999",north carolina,42,0
Joe Biden,female,"Black, or African American","$200,000 and above",tennessee,26,0
Donald Trump,male,White,"$50,000 to $99,999",new york,47,1
Donald Trump,female,White,"$50,000 to $99,999",north carolina,20,1
Joe Biden,female,White,"$100,000 to $149,999",iowa,52,0
Donald Trump,male,White,"Less than $49,999",illinois,62,1
Joe Biden,male,White,"$200,000 and above",illinois,44,0
Joe Biden,female,White,"Less than $49,999",california,32,0
Joe Biden,female,Some other race,"Less than $49,999",florida,69,0
Joe Biden,male,"Black, or African American","$100,000 to $149,999",florida,25,0
Donald Trump,female,White,"$50,000 to $99,999",illinois,44,1
Donald Trump,female,White,"$50,000 to $99,999",new york,28,1
Donald Trump,male,White,"$50,000 to $99,999",arizona,86,1
Joe Biden,male,"Black, or African American","$50,000 to $99,999",florida,49,0
Joe Biden,female,White,"Less than $49,999",texas,56,0
Joe Biden,female,Some other race,"Less than $49,999",kentucky,22,0
Donald Trump,female,White,"$50,000 to $99,999",missouri,49,1
Donald Trump,male,White,"Less than $49,999",missouri,43,1
Joe Biden,male,Some other race,"Less than $49,999",north carolina,34,0
Donald Trump,female,White,"Less than $49,999",missouri,46,1
Donald Trump,female,White,"Less than $49,999",arizona,62,1
Joe Biden,male,White,"$100,000 to $149,999",california,67,0
Joe Biden,female,Asian or Pacific Islander,"Less than $49,999",florida,36,0
Joe Biden,female,Some other race,"$50,000 to $99,999",oregon,51,0
Donald Trump,female,Asian or Pacific Islander,"$100,000 to $149,999",maryland,55,1
Donald Trump,female,"Black, or African American","$50,000 to $99,999",texas,57,1
Joe Biden,female,Some other race,"$50,000 to $99,999",texas,47,0
Donald Trump,male,White,"$100,000 to $149,999",new york,37,1
Joe Biden,female,White,"Less than $49,999",florida,18,0
Joe Biden,male,White,"$100,000 to $149,999",new york,41,0
Joe Biden,female,"Black, or African American","Less than $49,999",new york,27,0
Donald Trump,male,White,"Less than $49,999",virginia,36,1
Donald Trump,male,White,"$50,000 to $99,999",texas,57,1
Joe Biden,female,White,"Less than $49,999",mississippi,22,0
Donald Trump,male,White,"$50,000 to $99,999",illinois,40,1
Donald Trump,female,White,"Less than $49,999",texas,26,1
Donald Trump,male,White,"Less than $49,999",kentucky,28,1
Donald Trump,female,Some other race,"Less than $49,999",washington,21,1
Joe Biden,male,White,"Less than $49,999",wisconsin,49,0
Donald Trump,male,"Black, or African American","Less than $49,999",florida,29,1
Joe Biden,female,Some other race,"Less than $49,999",ohio,64,0
Donald Trump,male,White,"Less than $49,999",california,57,1
Donald Trump,male,White,"Less than $49,999",new mexico,48,1
Donald Trump,female,White,"$50,000 to $99,999",pennsylvania,34,1
Donald Trump,female,Some other race,"$50,000 to $99,999",california,29,1
Donald Trump,male,White,"$50,000 to $99,999",texas,39,1
Joe Biden,female,White,"Less than $49,999",washington,32,0
Joe Biden,male,White,"Less than $49,999",new york,48,0
Joe Biden,male,White,"$100,000 to $149,999",district of columbia,40,0
Joe Biden,female,"Black, or African American","Less than $49,999",florida,25,0
Donald Trump,female,White,"Less than $49,999",pennsylvania,53,1
Donald Trump,female,White,"Less than $49,999",washington,20,1
Donald Trump,female,White,"Less than $49,999",california,35,1
Joe Biden,female,"Black, or African American","$100,000 to $149,999",california,39,0
Joe Biden,female,American Indian or Alaska Native,"$50,000 to $99,999",michigan,25,0
Joe Biden,female,White,"$50,000 to $99,999",new york,52,0
Donald Trump,male,White,"Less than $49,999",ohio,29,1
Donald Trump,male,White,"$200,000 and above",california,41,1
Donald Trump,female,White,"Less than $49,999",illinois,53,1
Joe Biden,female,White,"Less than $49,999",arkansas,28,0
Joe Biden,female,White,"$50,000 to $99,999",maryland,49,0
Joe Biden,male,"Black, or African American","$200,000 and above",washington,23,0
Joe Biden,female,American Indian or Alaska Native,"Less than $49,999",michigan,19,0
Donald Trump,male,White,"Less than $49,999",michigan,37,1
Donald Trump,male,White,"$100,000 to $149,999",arizona,40,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",california,51,0
Joe Biden,female,White,"Less than $49,999",illinois,62,0
Donald Trump,male,White,"$50,000 to $99,999",california,64,1
Donald Trump,female,White,"Less than $49,999",maryland,87,1
Donald Trump,female,White,"$50,000 to $99,999",alabama,78,1
Joe Biden,male,White,"Less than $49,999",oregon,45,0
Donald Trump,male,White,"Less than $49,999",louisiana,50,1
Donald Trump,male,White,"$150,000 to $199,999",new york,40,1
Donald Trump,male,White,"$200,000 and above",florida,42,1
Donald Trump,male,White,"Less than $49,999",alaska,79,1
Donald Trump,female,White,"$50,000 to $99,999",south carolina,46,1
Donald Trump,male,White,"$200,000 and above",ohio,40,1
Donald Trump,male,White,"$100,000 to $149,999",pennsylvania,41,1
Donald Trump,male,White,"$50,000 to $99,999",texas,53,1
Donald Trump,male,White,"$100,000 to $149,999",new york,35,1
Joe Biden,male,Asian or Pacific Islander,"Less than $49,999",district of columbia,26,0
Donald Trump,male,White,"$150,000 to $199,999",wisconsin,39,1
Donald Trump,male,White,"$50,000 to $99,999",illinois,29,1
Donald Trump,male,White,"$100,000 to $149,999",virginia,40,1
Donald Trump,female,White,"$50,000 to $99,999",pennsylvania,35,1
Donald Trump,male,White,"Less than $49,999",kansas,64,1
Joe Biden,female,Asian or Pacific Islander,"$50,000 to $99,999",massachusetts,50,0
Joe Biden,male,Asian or Pacific Islander,"$200,000 and above",alabama,30,0
Donald Trump,male,White,"Less than $49,999",michigan,66,1
Joe Biden,female,"Black, or African American","Less than $49,999",kentucky,19,0
Joe Biden,male,White,"$50,000 to $99,999",virginia,85,0
Joe Biden,male,White,"$50,000 to $99,999",new york,39,0
Joe Biden,female,White,"$50,000 to $99,999",new jersey,51,0
Joe Biden,female,White,"$50,000 to $99,999",pennsylvania,43,0
Joe Biden,male,White,"$50,000 to $99,999",tennessee,41,0
Donald Trump,male,White,"$150,000 to $199,999",texas,33,1
Joe Biden,female,White,"$50,000 to $99,999",indiana,40,0
Joe Biden,female,White,"Less than $49,999",new jersey,80,0
Donald Trump,female,White,"Less than $49,999",florida,67,1
Donald Trump,male,White,"Less than $49,999",alabama,49,1
Donald Trump,female,White,"Less than $49,999",georgia,63,1
Donald Trump,female,White,"Less than $49,999",tennessee,67,1
Joe Biden,female,"Black, or African American","Less than $49,999",texas,27,0
Donald Trump,female,White,"Less than $49,999",alabama,47,1
Joe Biden,female,White,"$50,000 to $99,999",colorado,22,0
Donald Trump,female,White,"$50,000 to $99,999",california,71,1
Joe Biden,female,"Black, or African American","Less than $49,999",georgia,53,0
Donald Trump,male,White,"Less than $49,999",south dakota,54,1
Donald Trump,female,White,"Less than $49,999",indiana,77,1
Donald Trump,female,White,"$50,000 to $99,999",colorado,64,1
Joe Biden,female,White,"$150,000 to $199,999",delaware,58,0
Joe Biden,female,White,"Less than $49,999",illinois,64,0
Donald Trump,male,White,"$200,000 and above",florida,39,1
Joe Biden,female,"Black, or African American","Less than $49,999",california,29,0
Donald Trump,female,White,"Less than $49,999",kentucky,72,1
Donald Trump,female,White,"Less than $49,999",texas,58,1
Joe Biden,female,"Black, or African American","$100,000 to $149,999",new jersey,52,0
Donald Trump,male,White,"Less than $49,999",connecticut,74,1
Joe Biden,male,White,"$100,000 to $149,999",florida,45,0
Joe Biden,female,White,"$100,000 to $149,999",virginia,44,0
Donald Trump,male,White,"$50,000 to $99,999",new york,35,1
Donald Trump,male,White,"$50,000 to $99,999",delaware,57,1
Donald Trump,male,White,"Less than $49,999",nevada,76,1
Donald Trump,female,White,"$200,000 and above",new york,43,1
Joe Biden,male,White,"$50,000 to $99,999",new jersey,32,0
Donald Trump,male,White,"$50,000 to $99,999",ohio,64,1
Donald Trump,male,White,"Less than $49,999",florida,67,1
Donald Trump,female,White,"$100,000 to $149,999",michigan,63,1
Joe Biden,female,White,"$100,000 to $149,999",ohio,54,0
Donald Trump,male,White,"$50,000 to $99,999",florida,62,1
Donald Trump,male,White,"Less than $49,999",illinois,53,1
Joe Biden,male,"Black, or African American","Less than $49,999",ohio,42,0
Joe Biden,male,White,"Less than $49,999",massachusetts,52,0
Donald Trump,male,White,"$150,000 to $199,999",new jersey,42,1
Donald Trump,male,White,"$100,000 to $149,999",missouri,28,1
Joe Biden,male,White,"$100,000 to $149,999",new york,39,0
Donald Trump,female,White,"$50,000 to $99,999",colorado,44,1
Joe Biden,male,White,"Less than $49,999",colorado,52,0
Joe Biden,female,"Black, or African American","Less than $49,999",arkansas,62,0
Donald Trump,male,White,"Less than $49,999",kansas,43,1
Joe Biden,male,White,"$50,000 to $99,999",connecticut,35,0
Joe Biden,male,White,"$100,000 to $149,999",west virginia,40,0
Joe Biden,male,White,"Less than $49,999",indiana,69,0
Joe Biden,male,White,"$50,000 to $99,999",massachusetts,80,0
Donald Trump,male,White,"Less than $49,999",missouri,70,1
Donald Trump,male,White,"$50,000 to $99,999",new jersey,31,1
Donald Trump,male,White,"$50,000 to $99,999",pennsylvania,80,1
Donald Trump,female,White,"Less than $49,999",nevada,53,1
Joe Biden,male,Some other race,"$50,000 to $99,999",florida,54,0
Donald Trump,male,White,"$100,000 to $149,999",new york,35,1
Joe Biden,male,White,"$50,000 to $99,999",new york,30,0
Joe Biden,male,White,"$100,000 to $149,999",texas,33,0
Donald Trump,male,White,"Less than $49,999",washington,57,1
Joe Biden,male,White,"Less than $49,999",illinois,58,0
Joe Biden,male,White,"$50,000 to $99,999",new jersey,63,0
Joe Biden,female,White,"$50,000 to $99,999",new jersey,61,0
Donald Trump,female,"Black, or African American","Less than $49,999",oklahoma,36,1
Joe Biden,male,"Black, or African American","Less than $49,999",missouri,19,0
Donald Trump,male,White,"$50,000 to $99,999",texas,59,1
Joe Biden,male,Some other race,"Less than $49,999",virginia,20,0
Donald Trump,female,White,"Less than $49,999",alabama,20,1
Joe Biden,female,White,"$150,000 to $199,999",new york,70,0
Donald Trump,female,White,"$50,000 to $99,999",texas,62,1
Donald Trump,female,White,"Less than $49,999",tennessee,70,1
Joe Biden,female,"Black, or African American","Less than $49,999",texas,19,0
Joe Biden,female,White,"$50,000 to $99,999",maryland,33,0
Joe Biden,female,White,"Less than $49,999",california,61,0
Donald Trump,female,White,"Less than $49,999",west virginia,72,1
Donald Trump,female,White,"$50,000 to $99,999",mississippi,38,1
Donald Trump,female,White,"Less than $49,999",new york,63,1
Joe Biden,female,White,"Less than $49,999",michigan,40,0
Joe Biden,female,White,"Less than $49,999",maryland,27,0
Joe Biden,male,American Indian or Alaska Native,"Less than $49,999",new york,25,0
Donald Trump,female,White,"$100,000 to $149,999",new york,35,1
Donald Trump,female,"Black, or African American","$50,000 to $99,999",georgia,27,1
Donald Trump,female,White,"Less than $49,999",florida,67,1
Donald Trump,female,White,"Less than $49,999",oklahoma,18,1
Donald Trump,female,White,"$50,000 to $99,999",ohio,68,1
Joe Biden,female,White,"Less than $49,999",indiana,42,0
Joe Biden,female,"Black, or African American","$50,000 to $99,999",michigan,22,0
Donald Trump,female,White,"Less than $49,999",tennessee,61,1
Joe Biden,male,White,"$50,000 to $99,999",california,41,0
Joe Biden,female,White,"Less than $49,999",massachusetts,58,0
Joe Biden,male,White,"Less than $49,999",california,73,0
Donald Trump,male,White,"$200,000 and above",new york,50,1
Donald Trump,female,White,"$100,000 to $149,999",arizona,68,1
Donald Trump,female,White,"Less than $49,999",missouri,81,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",virginia,18,0
Donald Trump,female,"Black, or African American","Less than $49,999",louisiana,21,1
Donald Trump,male,White,"$100,000 to $149,999",colorado,34,1
Donald Trump,male,White,"Less than $49,999",california,36,1
Donald Trump,male,White,"$150,000 to $199,999",louisiana,18,1
Joe Biden,female,"Black, or African American","Less than $49,999",pennsylvania,20,0
Donald Trump,male,White,"$50,000 to $99,999",florida,43,1
Joe Biden,male,White,"$200,000 and above",california,42,0
Joe Biden,female,White,"$50,000 to $99,999",texas,63,0
Donald Trump,male,White,"Less than $49,999",nevada,74,1
Joe Biden,female,White,"Less than $49,999",florida,19,0
Joe Biden,female,"Black, or African American","Less than $49,999",texas,26,0
Donald Trump,male,White,"Less than $49,999",west virginia,25,1
Donald Trump,male,White,"$150,000 to $199,999",district of columbia,40,1
Joe Biden,female,"Black, or African American","$150,000 to $199,999",georgia,19,0
Joe Biden,female,White,"$50,000 to $99,999",ohio,28,0
Joe Biden,female,"Black, or African American","Less than $49,999",district of columbia,21,0
